text,stance,labels
@HillaryClinton has the endorsement of 12 current Governors and 38 current Senators. #TedCruz &amp; #DonaldTrump have ZERO. Whats that tell you?,none,0.0
So...after #DonaldTrump promised he wouldnt fire the first sleaze shot against #TedCruz...he is now basically calling him a kiss ass to him!,none,0.0
Conservatives should b VERY concernd tht #Rubio came in SO magically close2 #Cruz &amp; #Trump2016. The GOP reveald their hand. #tcot #ccot,none,0.0
.@USER @USER @USER @USER  @USER @USER @USER @USER huge fail choosing to insert constant commentary instead of showing us the dnc feed in its entirety. many rural americans count on broadcast tv! #dnc2020 #dncconvention,none,0.0
#TedCruz and #DonaldTrump leading in Iowa. Lack of experience governing is what we've experienced with the current #POTUS-do we want to,none,0.0
@USER you're still believing #liberal are best...so disappointing!,none,0.0
"President #Barack MUST send over to Congress a formal DECLARATION OF WAR AGAINST ISIS!
#Hillary  #TedCruz  #PaulRyan #JoeBiden #DonaldTrump",none,0.0
"@USER he has no plans. until we identify his handler, we have no idea who is really running. #biden2020",none,0.0
buttigieg: 'there is no evidence that [the strike of qasem soleimani] made our country safer...taking out a bad guy is not a good idea if you do not know what you are doing. this president has moved us this much closer to the brink of war.' #demdebate HTTP,none,0.0
President Donald Trump and First Lady Melania Trump will not be attending this year’s Kennedy Center Honors.,none,0.0
"@USER is brain damage a requirement to be a #democrat? this is about the fourth time this is has happened.they support, defend, promote these riots, then when it hits their front door, they switch their tune. if you will not accept it at you door step why do you allow it on others.",none,0.0
It is past time that we root out witches &amp; warlocks.  Burn them or intern them. #Trump2016 #PaulRyan #RepublicansAreStupid #FoxNews #TedCruz,none,0.0
"#trump is considering giving his acceptance speech for the #gop renomination at #gettysburg...the desecration. 💔

the battle raged for three days in 1865, giving the union one of its bloodiest victories.  casualties totaled 23,049 (3,155 dead, 14,529 wounded, 5,365 missing). HTTP",none,0.0
why is @USER famous? wow another cringe-worthy musical number at the #demconvention.,none,0.0
"trump says his people told him: ""no matter how well you run obamacare, it is a disaster."" #debates2020",none,0.0
"Poll, Morning Consult, 2016 Presidential Election: Donald Trump (R) 45%, Hillary Clinton (D) 40%. #donaldtrump #hillaryclinton",none,0.0
"#US President #Donald Trump replaced his chief of staff on Friday, announcing on Twitter that he had appointed...",none,0.0
"After tonight we won't hear another word about Iowa for about 4 years.
#IowaCaucus #DonaldTrump #HillaryClinton",none,0.0
ugh i just love @USER so much #demconvention,none,0.0
"New polls show #TedCruz is cruising.
Cruz leads #DonaldTrump in two Iowa polls, and is five points behind Trump in a national poll.",none,0.0
"#DonaldTrump questions the citizenship of #Cruz. Cruz says he won't fight back. He says Christie knows some guys who'll do it for him. Free""",none,0.0
excellent piece by ⁦@USER⁩ taking to task the #nevertrump grifters.  HTTP,none,0.0
this debate is only helping trump. only trump. these are a bad idea. maybe good with two candidates. not this many. i am just annoyed #demdebate,none,0.0
Donald Trump lifts Cyber Command status to boost cyber defence,none,0.0
#TedCruz jumping in polls.  Washington elite not pleased.  Not see difference between Cruz n #DonaldTrump.  This not tell something bout DC?,none,0.0
"#DonaldTrump reneges his earlier statement that #TedCruz doesn't have the temperament to be president. ""He's got a wonderful temperament.""",none,0.0
"the publishing of a video by @USER that appeared to be an #election advertisement for #joebiden is under an internal investigation, the taxpayer-funded news service said. HTTP",none,0.0
sign the recall!!! #recallkatebrown #flushbrowndown #oregon #openoregon #recall #tyranny #2020election @USER HTTP,none,0.0
oh hell yes @USER #demdebate,none,0.0
What will Donald Trump do during the debate tonight?,none,0.0
since there’s no sports to place bets on you can make some money of the democratic debate 😂 #democraticdebate #feelthebern HTTP,none,0.0
"Do you think in a #DonaldTrump - #HillaryClinton general election, Trump would use the #RollingStones' ""Under My Thumb"" as a campaign song?",none,0.0
"let's not forget:  the schiff-pelosi induced pandemic panic will cost 22 million lives when it could have been a few thousand...the math here:  
HTTP
#maga #americafirst  blame schiff/pelosi..investigate them",none,0.0
tommy lost the debate because he missed the last handshake #demdebate,none,0.0
"@USER  is a clown

#bidenharris2020 #trump2020",none,0.0
"breaking: 'black face,virginia democrat governor ralph northam to declare emergency banning all guns from state capitol grounds'. y'all better wake up va!  HTTP",none,0.0
Remember when the national media were busy slamming @HillaryClinton for emails while giving #DonaldTrump a pass for everything? #HillaryMen,none,0.0
"obama likes to watch the dark knight &amp; pretend he's the joker. like heath ledger. he od'd on pills. sad. great actor. would of been great to see him make another movie. obama is a son of two immigrants. one kenyan man, one european women. living in hawaii. kalabunga dude. #maga",none,0.0
draco malfoy hasn't aged well #erictrump #rnc2020,none,0.0
the mastermind of one of the largest financial scandals ever investigated by the justice department engaged a top #gop political donor to work behind the scenes in a bid to deport one of #china’s most sought-after fugitives. #chinavirus #draintheswamp HTTP,none,0.0
"every #joebiden answer:
“number 1... number 2... number 2... period. #demdebate #berniesurge #hellnojoe #bernie2020 #bernieorbust2020 #notmeus",none,0.0
joe biden saw what happened when we “pulled all troops out of the middle east?” nobody told me we did that! #demdebate,none,0.0
"#JebBush burns his photos of getting chummy with serial child molester #JoshDuggar, while he claims #HillaryClinton's BFF is #DonaldTrump.",none,0.0
the other candidates are all treating bloomberg like the kid at school everyone hates lol #demdebate,none,0.0
@USER china point coming off a bit incoherent...did china do the wrong thing and we shouldn’t praise them or are they learning and we should work with them? confused #democraticdebate,none,0.0
i’ve seen this stare before. this looks like he just gave his daughters a talking to. #rnc2020 HTTP,none,0.0
"just wanded in nyoo yowk to see🔍 my bwoffew, wobewt. we’we going fow nyoo yowk on nyovembew 3wd. we’we going to weduce taxes, incwease waw enfowcement, and bwing it back big💪 time🕰️! #maga HTTP",none,0.0
If #DonaldTrump can be 1 or 2 in #Iowa then he wins #NewHampshire that sets up a battle with #TedCruz in the south. Where does Rubio win?,none,0.0
"new: the revamped #demconvention will alter another tradition tonight when the roll call vote to nominate biden will be held w/ people from all 57 states &amp; territories appearing virtually.

former opponents and activists will be featured.

here's the list: HTTP",none,0.0
"there is only one thing you need to say to progressives for the next two months.

feel free to copy and paste.
___

2 womps. 2 scoops. 2 nobel peace prizes. 2 terms.
___

that's really all that needs to be said. #af #americafirst",none,0.0
"@USER @USER trump said ""i'm happy to do that"". he tried to get wallace to name them but as far as i can tell, he didn't.",none,0.0
@USER the uk spamming bbc news on facebook #saveourchildren ... the uk waking up!! HTTP,none,0.0
"@USER @USER where does ""doing 'the wave' with castro"" rate?
potus obama took the fam to cuba and partied with raúl, fidel's brother &amp; successor; what does one think happened to people castro didn't want obama &amp; the world to see? #demdebate HTTP
HTTP",none,0.0
Got to love sport as a leveler: What Trump’s golfing habits say about him,none,0.0
@USER @USER yeah!  don’t kill larry!  he’s special!  #bewareofpianos #trump2020!!!! HTTP,none,0.0
"#PRESIDENT #Donald #Trump WARNS
#NORTH #KOREA #KimJongUn about
#Nuclear #War #MISSLES and #Warhead
#BOMBs!
SHARE YOUR THOUGHTS?
#RETWEET!",none,0.0
"WANTED non-union carpenters to build crosses for #GOP  They are inviting #DonaldTrump and #TedCruz to hangout, with the party faithful.",none,0.0
"Why do you want this job?
-I need to buy coffins for each member of my family for our upcoming vacation. #capitalism #Trump2016 #Hillary2016",none,0.0
"#Donald Trump ""seriously considering"" pardoning Joe Arpaio",none,0.0
"If #DonaldTrump wants 2 talk abt Bill Clinton b/c he's on the campaign trail,then #TedCruz's children R vulnerable 4 appearing N campaign ad",none,0.0
@WMUR9 runs piece on Gov Sununu taking offense to Trump callling NH a drug den. Story bracketed by 3 stories related to OD.,none,0.0
"All Presidents in the history of EVER can't bring back one life. Do that, I'll be impressed. #BernieSanders #HillaryClinton #DonaldTrump",none,0.0
"@CNNOpinion @donnabrazile 1200 Americans polled; Hillary (14) &amp; Trump (28) lose ground, but still lead in Iowa #DonaldTrump #HillaryClinton",none,0.0
My question directly to #Trump2016 is will you embrace the constitution like #Cruz2016 or will you see it as an obstacle like Obama?,none,0.0
".@USER fought to save the auto industry every step of the way from 2008 until we succeeded. 

unfortunately, that wasn't always the case with @USER. #democraticdebate HTTP",none,0.0
"#demdebate @USER is doing it again!!!! shut up. you are boring, bland and serve the status quo. we will support progressive opponent's to you until you are replaced.",none,0.0
"The fact that #DonaldTrump think his best attack against #HillaryClinton is to go after #BillClinton is a good sign, don't you think!",none,0.0
Sanders will blow-out Clinton tonight in Iowa. JFYI   Polls are heavily favored for Hillary now. Her buddies!  #HillaryClinton #trump2016,none,0.0
"#demdebate 

sanders - “america is racist. the whole damn country is racist.” 

steyer - “oh yeah? well i hate being white and i’m for reparations.”

warren - “oh yeah? i’m half black.”

biden - “check out my tattoo.” HTTP",none,0.0
my tl is all trump and harry potter 😔✌🏻,none,0.0
@USER @USER @USER white hats control the doubles except the black hat biden double. #patriotsincontrol,none,0.0
@USER @USER i gues being patriotic is being  a racist and violent towards black americans. as we saw 2 patriotic #trump2020 supporters arrested for planning to kill #blacklivesmatter but america insists #blm is violent.@USER @USER @USER HTTP,none,0.0
The best thin in 2016- It's #Obama's last year in office!!! Can't come soon enough!! #takeamericaback #new president #TedCruz #donaldtrump,none,0.0
Tomorrow I think I'll either feather the nest of the super wealthy or finish my Christmas shopping or maybe both. #Hillary2016 #Trump2016,none,0.0
tom steyer owns one tie #demdebate,none,0.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER did they? hilarious!,none,0.0
#HillaryClinton literally makes me sick. I can't think of why anyone with a brain would vote for her #BernieSanders #donaldtrump #IowaTODAY,none,0.0
"#DonaldTrump says issue #TedCruz born in Canada. Based on Cruz's politics, he hasn't a Canadian bone in his body. Good to go for Pres.",none,0.0
did somebody just wake grandpa up from his nap? #rnc2020,none,0.0
@DebndanfarrDeb The essay includes quoted paragraphs from an interview with #DonaldTrump on 60 minutes and a video interview with #TedCruz,none,0.0
Rocker #MorningJoe Scarborough &amp; his groupee/gf NicoleWallace seem confused by Canadian #TedCruz win &amp; #DonaldTrump loss.They hate #Hillary,none,0.0
"‘unlike joe’ is a good filler for bernie
kinda like obama’s long pauses
#demdebate",none,0.0
"What do you expect #Cruz to say; ""#Trump2016 is going to clean my clock in the primary""? This is such a stupid non-story! #KellyFile #NoNews",none,0.0
"amazingly, these are all states hillary didn’t visit. #demconvention #dnc2020convention",none,0.0
"@USER a must read by china expert ""how china took over while elites slept""! trump/pompeo must keep chipping away at china tentacles in u.s.! call covid what it was--biowarfare!! china deliberately man-made &amp; released it to help biden get elected &amp; revenge for tariffs!! HTTP",none,0.0
CNN LIVE HD – PRESIDENT TRUMP ON CNN BREAKING NEWS,none,0.0
NYT POLITICS: Rex Tillerson condemned ISIS for religious persecution but made no mention of President Trump's immi…,none,0.0
i’d very much do be ready to vote for @USER in the #2020elections if i could tbh with you... call me bias but man has only missed once in his entire career no way he’s a bad president,none,0.0
"@USER @USER beautifully done tonight, sir. #rnc2020 #rncconvention2020",none,0.0
@JoanneBannister Must wake up early to see the next person to be #fired by the #Donald. Never a dull moment with this administration. #Scaramucci had to go.,none,0.0
"Merck, Under Armour, Intel CEOs resign from Trump panel.  #7News",none,0.0
Mossad keeping violence active around the world to hide Israeli occupation &amp; atrocities in Palestine #Trump2016 #Hillary2016 #TedCruz2016,none,0.0
"""Theresa May hasn't condemned:
- Trump's EPA was about this point.",none,0.0
@USER @USER @USER @USER lol...nope. just the #democrat run cities,none,0.0
Won't lie after lasts nights 20/20 I just don't know who I will vote for. #Hillary2016 has experience but #Trump2016 has fight. thoughts?,none,0.0
#DonaldTrump paid #TedCruz a great compliment by saying you can't make deals with him.Sticking to one's principals this country needs now.,none,0.0
childcare does cost too much. #demdebate,none,0.0
"#DonaldTrump says #TedCruz's Canadian birth could be ""very precarious"" for the GOP. @HallieJackson joins me from Iowa, next on #MTPDaily.",none,0.0
#DonaldTrump start calmer and more relax than what we expect. Storm came from #TedCruz. Iran is the pivotal subject apparently. #GOPDebate,none,0.0
"a “non-profit public option?”

gtfoh. 

#demdebates #democraticdebate HTTP",none,0.0
"@MichaelYarnell2 imagine #DonaldTrump on a debate stage with #HillaryClinton. Need I say more, just imagine  it for one second. Glorious",none,0.0
rudi was on fire 🔥🔥🔥🔥 #rnc2020 #rudygiuliani,none,0.0
"#demconvention what happened to ""i believe his accusers""?",none,0.0
#BenCarson promises a new fiery approach. Prove it. Make #AmericaFuckYeah your campaign song before #DonaldTrump or #TedCruz beat you to it.,none,0.0
Trump is high school kid running for ASB prez making promises he can't deliver bcuz no authority to make good. #Trump #DonaldTrump #Cruz,none,0.0
"police 'literally saving our lives from a crazed mob
HTTP
#rnc2020 #riots2020 #randpaul HTTP",none,0.0
wait. steyer was a nazi hunter while in diapers? #demdebate,none,0.0
"@peddoc63 @SMolloyDVM Yeah, just right after he destroys America! #DonaldTrump is the only way to go, #TedCruz is just another puppet!",none,0.0
"President Trump Gives Remarks on MS-13 to Federal, State, and Local Law ...  via @YouTube",none,0.0
"#Cruz: ""Donald, the last couple of days, has been a little rattled"" by competition from Cruz. #DonaldTrump #TedCruz",none,0.0
"#demdebate just popping in to mention how much @USER sucks.
public networks should be the only stations allowed to host debates. especially at this stage.
access to all voters.
#democraticdebate #demdebate2020",none,0.0
"#HillaryClinton says ""Hell No"" she won't apologize for unsubstantiated accusation that #ISIS uses #DonaldTrump statements to recruit. CNN",none,0.0
If certain people in the Republican party would stop the bickering and put that effort to fixing this country.#DonaldTrump #TedCruz #Marco,none,0.0
"i officially dislike pete
#demdebate",none,0.0
bernie passionately touting his own cred as an old-school progressive and pointing out what a poseur biden is. #demdebate,none,0.0
"Dear females: B4 u go to sleep tonight ask yourself and really think-WHY is it that women are hard on other women?
#Hillary2016 #Trump2016",none,0.0
"@USER works both ways #maga
fuckem",none,0.0
joe biden started the debate by coughing into his hand onto a pen. #democraticdebate,none,0.0
"@USER is there anything to convince me to not vote libertarian? will biden mention yang, support repeated direct cash payments, or denounce changing the supreme court? will trump commit to upholding the election and being willing to leave peacefully?",none,0.0
“we have buried the putrid corpse of liberty” – @USER #makeamericagreatagain,none,0.0
"If illegals wanted to vote for Trump, suddenly Hillary would render voter I.D.'s imperative!!! #BernieSanders #Hillary2016 #Trump2016",none,0.0
y’all slow down with the tweets i can’t like them all #presidentialdebate #debates2020 #bidenharris2020,none,0.0
"Obama could be explained as an anomaly...but Reid, Pelosi, Kerry, Biden + their supporters? Nope, we're in collapse. #Trump2016 #Cruz2016",none,0.0
"interview with carmen carbonell, 88-year-old cuban american, a fervent supporter of president trump, at a rally on saturday in miami. #presidentialdebate #trump2020 #bidenharris2020 #florida #hispanicvote HTTP",none,0.0
"Trump, SKorea's leader returning to talks on trade, NKorea - WASHINGTON (AP) — President Donald Trump on Friday...",none,0.0
"POLITICAL TIP - Clinton will become president due to her ""hidden agenda"" deal with corporate america ?? #donaldtrump #hillaryclinton #news",none,0.0
"you better pick warren for vp if she’s willing, biden 👀 #demdebate",none,0.0
Lively exchanges #debate with #DonaldTrump &amp; #TedCruz trading barbs over the former's allegiance to #NewYork and the latter's birth status,none,0.0
"i hope @USER #sexcapade with @USER was worth it. #donaldtrump is still paying for that #wap 
#sunshine HTTP",none,0.0
"If the election were today, #HillaryClinton would beat #DonaldTrump 47-40% and #BernieSanders would beat Trump 51-38%.
h/t @QuinnipiacPoll",none,0.0
#joebiden ... we won’t rely on china for ppps .... after you and obama you made zero changes ...,none,0.0
"#HillaryClinton: «C’est répréhensible, c’est un préjugé, et cela nous divise. #DonaldTrump ne comprend rien. Cela affaiblit notre sécurité»",none,0.0
"#gop #healsact protects corps from lawsuits from immune compromised workers from returning to work during covid19 instead of providing funding, procedures to open safely and adequate ppe. they would rather americans get sick (and possibly die) instead of #extendthe600",none,0.0
#DonaldTrump get Putin endorsement BUT #HillaryClinton get #ISIS endorsement with Trump recruit video.  New ISIS #HRC Super Pac endorsement.,none,0.0
"deadass thought he said ""caskets"" instead of ""test kits"" 💀 #demdebate",none,0.0
"@USER wow! women are crushing this debate. we support @USER even more after she stood with @USER. brave, and the right thing to do. #demdebate",none,0.0
this is so much fun watching these cannibals eat each other up. name calling and put downs. they are all awful! #demdebate,none,0.0
#Hillary2016 using Word #Sexism about #TRUMP2016! Hillary YOU! Mocked ALL The WOMEN YOUR Husband #BillClinton SEXUALLY Molested When #POTUS,none,0.0
lmao joe really thought he found dirt on bernie #demdebate,none,0.0
"ignored simple to respond to false attacks from biden - such as the attack on trump calling white supremacists “fine people”, which he never said. the strange thing about trump’s lies in this debate is that they were all in instances where lying meant *conceding ground* where the",none,0.0
"jamming out to ‘be with you’ on @USER music. #stream on spotify today!

#ebay #book #musicmonday #musicislife #trump2020 #bidenharris2020 #american #wherewearetoday #togetherwerise2020 #bewithyou #cometogether #bromance 

HTTP",none,0.0
"DealBook: As Stocks Reach New Heights, What’s Trump Got to Do With It?",none,0.0
you are today where you thoughts have brought you. you will be tomorrow where your thoughts take you. #maga @USER,none,0.0
estimates 3.5 million dead democrats voted last election court ruled dead democrats not eligible voters and must be removed from rolls #demdebate,none,0.0
@CarolLaBorie @ReedsLastTerm18 @RepTomReed Did you see that Corning is on Trump's manufacturing council? Hmmm.,none,0.0
"while we’re vetting tara reade’s claim which is important to do once and for all, let’s also vet the 16+ sexual assault claims against president trump.  

fair is fair. 

we must not have a repeat of the “oh but her emails” in 2016. 

we must know all the facts. 

#2020election",none,0.0
"#portlandriots can you f’ckn  #anarchists, #georgesoros thugs, #antifa, #liberalquacks #blmantifaterroriststhugs stop your damn attacks? we have wildfires &amp; 2 looming hurricanes &amp; need all resources you’re wasting! .@USER @USER @USER @USER @USER #maga",none,0.0
JUST IN: Trump’s Photographer SPEAKS About Their Relationship And His Presidency  via @SarahPalinUSA,none,0.0
"#demconvention 

ok, we are now touching on mass unemployment. 

why the resistance to designating the unemployed as an eeoc protected class? *many* employers discriminate against those with a gap in their employment history. 

let's end this practice.",none,0.0
breaking news; herman cain who attended and was seen  without mask tulsa rally has died after being hospitalized with #coronavirus #donaldtrump,none,0.0
that 30 year debate felt like 30 years. #demdebate,none,0.0
"i can't stand all these assholes burning the american flag.  
#blm #blacklivesmatter #bidenharris2020 #trump2020",none,0.0
"@USER mike, what did trump mean by “sure”? 

also, you do know the media/biden “fine people” thing is a hoax to trick people like you, correct?",none,0.0
we need to know biden and trump’s plan to tackle the climate crisis! chris wallace needs to #askaboutclimate tonight.,none,0.0
Only those who lie automatically &amp; without remorse will rise in political ranks bc only they have nothing to fear. #Hillary2016 #Trump2016,none,0.0
"green race: from space, dnc highlights environmentalism now HTTP",none,0.0
"#demdebate
pete: there's bipartisan support for protecting pre-existing conditions.

everyone: uhh what a moron",none,0.0
Trump orders review of China's trade practises,none,0.0
#DonaldTrump's political battle would b interesting to b watched.It will b spectacular if he faces#HillaryClinton in the final run-up !!!!,none,0.0
"#covid19 
""it is what it is, because you are who you are"" #joebiden to #trump trump",none,0.0
via @USER: ukrainian church leader who called covid 'punishment for same-sex marriage' has covid HTTP,none,0.0
Why is America Sending Sick People to Jail? Schizophrenia doesn't deserve prison. Reopen State Hospitals.#health #HillaryClinton #Trump2016,none,0.0
@USER @USER couldn’t they at least hire cardboard cutouts to take up some space on the empty floor they were waving at? how pathetic. #trump2020,none,0.0
the parade of trailer dwellers continues... #racistnationalconvention #rnc2020,none,0.0
"My predictions #IowaCaucus before Ann Selzer speaks this afternoon. R: Cruz, Rubio, Trump 1-2-3. #TedCruz #Rubio2016 #Trump2016",none,0.0
"awesome. glory! thank you, @USER and @USER for that powerful heart-filling song. #dnc2020",none,0.0
'#nbcnightlynews' went big for #demconvention coverage monday HTTP,none,0.0
"@nytimes 
Easy. All 3 suck. The Republican Party, Ted Cruz &amp; Donald Trump. They were made for each other.🙇🏻
#TedCruz #DonaldTrump #GOP",none,0.0
"@USER if he's falling apart after 90 minutes at debate, how is he going to stay together for long days in the white house, day-in and day-out for 4 years?  joe biden's health is not up to the task of potus.

#demdebate2020 #demdebate",none,0.0
Get over to #CNN #AC360 @realDonaldTrump going live in minutes.,none,0.0
i cannot believe the options are either biden or trump. what a nightmare 💀,none,0.0
@guardian New York will send Voter Records to Donald J. #Trump's Voter Fraud Commission,none,0.0
Mark Levin to #Trump--Either cut the crap - your Cruz accusations - or you will lose lots and lots of conservatives. #Trump2016 #Cruz2016,none,0.0
"what’s going on at the #dnc2020 today? tony bettack joins the show from inside the convention hall. also, the son of the president, @USER joins @USER &amp; @USER at 4:50 on wisconsin’s afternoon news, right after bucks basketball on wtmj! HTTP",none,0.0
"It's like you knew it was going to be
#Clemson vs #bama
you know it'll be #trump2016 vs #Hillary2016 
#cnn #foxnews
Let's just get it on!",none,0.0
Corey Lewandowski is parlaying his close relationship with President Donald Trump into business opportunities.,none,0.0
trump is setting up just in case he loses to contest the election. #election2020 #debates #presidentialdebate2020,none,0.0
RT @TheView: .@ClayAiken visits a @realDonaldTrump rally in Pennsylvania to get to know the people behind the movement.,none,0.0
".@writeman although #TedCruz is SAYING good things, I'm afraid, if he gets elected, we'd get another #BarackObama. #DonaldTrump makes sense.",none,0.0
"i’d rather continue fighting against biden, once elected, to move this country toward more progressive policies than trump, while we continue to form a new people’s party. (3) #medicareforall #greennewdeal #socialjustice #defundthepolice #blm #economicjustice #peoplesparty #dnc",none,0.0
"What we need is robot politicians.  Like a robot #TedCruz saying Israel is awesome, or a robot #Trump2016 to tell us he'll close the border.",none,0.0
#DonaldTrump picks a Twitter fight after #TedCruz raises questions about Trump's judgment. I'll bring in our panel next. #MTPDaily,none,0.0
reading the headline about the #dnc2020 and it's already obvious that the democrats are falling into the same trap as last time.,none,0.0
"#CNNDebate 
Can #Rubio2016 or #TedCruz2016 put a big dent
in #Trump2016 huge lead? 
How many will drop out soon
after debate post polls?",none,0.0
"Merck CEO Kenneth Frazier is leaving President Trump's American Manufacturing Council, citing his conscience.",none,0.0
The silver lining to #DonaldTrump missing tonight's #GOPDebate is hopefully people will see how truly fucking frightening #TedCruz is.,none,0.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER following all patriots #kag...thank you very much brian @USER 🙏🏻🇺🇸👍🏻,none,0.0
"wait i leave twitter for an hour and now i see @USER has been acquired by #qanon according to @USER 

2020 is wild",none,0.0
"Dude political #analyst from #Boston said: ""It is going to come down between #HillaryClinton and #DonaldTrump,Americans better accept it"".",none,0.0
#TodayShow town hall 4 #HillaryClinton held at Jr College #DonaldTrump meeting held at Country Club...just an observation #MSNBC #CNN,none,0.0
Obamas SILENCE on Turkeys ATROCITIES against Kurds because of #Turkey GEOLOCATION is REPREHENSIBLE #ImWithHer #CruzCrew #TrumpTrain #Hillary,none,0.0
which camera is @USER looking at #rnc2020,none,0.0
Just gotta say: A #GOP battle that comes down to #MarcoRubio #TedCruz  &amp; #DonaldTrump would be a classic. (assuming #BenCarson flames out).,none,0.0
ken lane made the trip from south carolina to support @USER. #rnc2020 HTTP,none,0.0
"bloomberg visibly uncomfortable at the phrase ""working class"" #demdebate!!",none,0.0
Our next president will serve God; either as a curse or a blessing on US. Be wise. Repent. #Trump2016 #CruzCrew #Hillary2016 #Bernie2016,none,0.0
does this remind anyone of the trump convoy that invaded portland? #isis #daesh #maga HTTP,none,0.0
